peak_id,peak_name,name,yr_season,date,time,citizenship,gender,age,is_o2_used,is_summiter,cause_of_death
KANG,Kangchenjunga,Dil Bahadur Rai,1987 Win,Dec 10,,Nepal,M,28,No,.,AMS (5300m)
KANG,Kangchenjunga,Sung-Ho Lee,1987 Win,Dec 11,,S Korea,M,35,No,.,Illness (non-AMS) (1900m)
KANG,Kangchenjunga,Sanjay Borole,1988 Spr,May 17,19:30,India,M,27,No,.,Exhaustion (6300m)
KANG,Kangchenjunga,Marija Frantar,1991 Spr,May 03,20:00,Yugoslavia,F,35,Y,.,Fall (8000m)
KANG,Kangchenjunga,Joze Rozman,1991 Spr,May 03,20:00,Yugoslavia,M,36,Y,.,Fall (8000m)
KANG,Kangchenjunga,Pasang Sherpa,1991 Spr,May 16,14:10,India,M,26,Y,.,Fall (8400m)
KANG,Kangchenjunga,Ang Dorje Sherpa,1992 Spr,Apr 25,23:00,Nepal,M,0,Y,.,Other (6600m)
KANG,Kangchenjunga,Lhakpa Nuru Sherpa,1992 Spr,Apr 25,23:00,Nepal,M,0,Y,.,Other (6600m)
KANG,Kangchenjunga,Wanda Rutkiewicz,1992 Spr,May 12,,Poland,F,49,No,.,Disappearance (8250m)
KANG,Kangchenjunga,Ekaterina Ivanova,1994 Aut,Oct 09,,Russia,F,32,No,.,Avalanche (6700m)
KANG,Kangchenjunga,Sergei Jvirbiva,1994 Aut,Oct 09,,Belarus,M,34,No,.,Avalanche (6700m)
KANG,Kangchenjunga,Iordanka Ivanova Dimitrova,1994 Aut,Oct 23,11:30,Bulgaria,F,41,No,.,Avalanche (8300m)
KANG,Kangchenjunga,Sukaraj Limbu,1995 Aut,Dec 31,,Nepal,M,0,No,.,AMS (0m)
KANG,Kangchenjunga,Pierre Alain Royer,1995 Aut,Oct 05,,France,M,41,No,.,Fall (8500m)
KANG,Kangchenjunga,Riku Sherpa (Makalu-Barun),1995 Aut,Oct 06,09:30,Nepal,M,33,No,.,Fall (8250m)
KANG,Kangchenjunga,Benoit Chamoux,1995 Aut,Oct 06,19:00,France,M,34,No,.,Fall (8350m)
KANG,Kangchenjunga,Atsushi Shiina,1998 Spr,May 16,03:00,Japan,M,27,No,Y,AMS (8200m)
KANG,Kangchenjunga,Kenzo Akasaka,1998 Spr,May 16,09:30,Japan,M,30,Y,Y,Fall (8000m)
KANG,Kangchenjunga,Do-Kyu Han,1999 Aut,Sep 14,10:30,S Korea,M,34,No,.,Avalanche (6600m)
KANG,Kangchenjunga,Myeong-Kun Hyun,1999 Aut,Sep 14,10:30,S Korea,M,31,No,.,Avalanche (6600m)
KANG,Kangchenjunga,"Ang Dawa (Dawa) Tamang (Lapcha, Gorakhani, Solukhumbu)",2000 Spr,Apr 23,10:00,Nepal,M,27,No,.,Falling Rock/Ice (6900m)
KANG,Kangchenjunga,Christopher Hugh (Chris) Grasswick,2002 Spr,May 24,17:50,Canada,M,39,No,Y,Fall (8400m)
KANG,Kangchenjunga,Inigo De Pineda Blanc,2007 Spr,May 24,10:00,Spain,M,38,No,.,Fall (8200m)
KANG,Kangchenjunga,Zsolt Eross,2013 Spr,May 20,,Hungary,M,45,No,Y,Exhaustion (8300m)
KANG,Kangchenjunga,Peter Kiss,2013 Spr,May 20,,Hungary,M,26,No,Y,Fall (8200m)
KANG,Kangchenjunga,"Bibas Gurung (Hatiya-7, Makalu-Barun)",2013 Spr,May 20,,Nepal,M,24,No,Y,Fall (8300m)
KANG,Kangchenjunga,"Phu Dorchi Sherpa (Walung, Makalu-9, Makalu-Barun)",2013 Spr,May 20,,Nepal,M,23,Y,Y,Fall (8000m)
KANG,Kangchenjunga,Nam-Soo Park,2013 Spr,May 20,,S Korea,M,46,Y,Y,Fall (7600m)
KANG,Kangchenjunga,Rodrigo Francisco Vivanco Figueroa,2019 Spr,May 15,18:00,Chile,M,49,No,Y,Disappearance (8586m)
KANG,Kangchenjunga,Biplab Baidya,2019 Spr,May 16,,India,M,48,Y,Y,Exposure/Frostbite (8450m)
KANG,Kangchenjunga,Kuntal Kanrar,2019 Spr,May 16,,India,M,46,Y,.,Exposure/Frostbite (8300m)
KGUR,Kang Guru,Berndt Arenz,1985 Aut,Oct 24,06:00,W Germany,M,42,No,.,Fall (5500m)
KGUR,Kang Guru,Daniel Stolzenberg,2005 Aut,Oct 20,16:00,France,M,60,No,.,Avalanche (4200m)
KGUR,Kang Guru,Pema Nuru Sherpa (Dolakha),2005 Aut,Oct 20,16:00,Nepal,M,0,No,.,Avalanche (4200m)
KGUR,Kang Guru,"Ang Pasang Sherpa (Bumburi, Jubing, Solukhumbu)",2005 Aut,Oct 20,16:00,Nepal,M,37,No,.,Avalanche (4200m)
KGUR,Kang Guru,Jean-Paul Minette,2005 Aut,Oct 20,16:00,France,M,51,No,.,Avalanche (4200m)
KGUR,Kang Guru,Jean-Francois Jube,2005 Aut,Oct 20,16:00,France,M,58,No,.,Avalanche (4200m)
KGUR,Kang Guru,"Sher Bahadur Gurung (Laprak, Gorkha)",2005 Aut,Oct 20,16:00,Nepal,M,0,No,.,Avalanche (4200m)
KGUR,Kang Guru,"Sahila Gurung (Laprak, Gorkha)",2005 Aut,Oct 20,16:00,Nepal,M,0,No,.,Avalanche (4200m)
KGUR,Kang Guru,"Mani Lal Gurung (Laprak, Gorkha)",2005 Aut,Oct 20,16:00,Nepal,M,0,No,.,Avalanche (4200m)
KGUR,Kang Guru,"Kam Bahadur Gurung (Laprak, Gorkha)",2005 Aut,Oct 20,16:00,Nepal,M,0,No,.,Avalanche (4200m)
KGUR,Kang Guru,"Iman Gurung (Laprak, Gorkha)",2005 Aut,Oct 20,16:00,Nepal,M,45,No,.,Avalanche (4200m)
KGUR,Kang Guru,"Dulal (Mahila) Gurung (Laprak, Gorkha)",2005 Aut,Oct 20,16:00,Nepal,M,0,No,.,Avalanche (4200m)
KGUR,Kang Guru,"Chandra Man Gurung (Laprak, Gorkha)",2005 Aut,Oct 20,16:00,Nepal,M,0,No,.,Avalanche (4200m)
KGUR,Kang Guru,"Bir Lal Gurung (Laprak, Gorkha)",2005 Aut,Oct 20,16:00,Nepal,M,0,No,.,Avalanche (4200m)
KGUR,Kang Guru,"Arun Raj Gurung (Gumda, Gorkha)",2005 Aut,Oct 20,16:00,Nepal,M,0,No,.,Avalanche (4200m)
KGUR,Kang Guru,Pierre Gregory Flematti,2005 Aut,Oct 20,16:00,France,M,35,No,.,Avalanche (4200m)
KGUR,Kang Guru,Bernard Constantin,2005 Aut,Oct 20,16:00,France,M,61,No,.,Avalanche (4200m)
KGUR,Kang Guru,Bruno Chardin,2005 Aut,Oct 20,16:00,France,M,50,No,.,Avalanche (4200m)
KGUR,Kang Guru,Marie-Odile Stolzenberg,2005 Aut,Oct 20,16:00,France,F,57,No,.,Avalanche (4200m)
KJRN,Kanjiroba North,Kiyotsugu (Seiji) Takato,1975 Aut,Oct 29,,Japan,M,28,No,.,Fall (6000m)
KOTA,Kotang,George Frey,1951 Aut,Oct 29,09:00,Switzerland,M,29,No,.,Fall (5200m)
KTEG,Kangtega, Unknown,1983 Aut,Oct 24,10:30,Nepal,F,0,No,.,Avalanche (4800m)
KUSU,Kusum Kanguru,Cathy Jessop,1991 Aut,Dec 31,,UK,F,0,No,.,AMS (0m)
KWAN,Kwangde,Takaaki Fujii,1986 Win,Dec 31,,Japan,M,24,No,.,Fall (0m)
KWAN,Kwangde,Tomoo Matsukuma,1986 Win,Dec 31,,Japan,M,28,No,.,Fall (0m)
LANG,Langtang Lirung,Kenji Oshima,1961 Spr,May 11,04:45,Japan,M,26,No,.,Avalanche (5600m)
LANG,Langtang Lirung,Gyaltsen Norbu Sherpa,1961 Spr,May 11,04:45,India,M,42,No,.,Avalanche (5600m)
LANG,Langtang Lirung,Kaichi Morimoto,1961 Spr,May 11,04:45,Japan,M,41,No,.,Avalanche (5600m)
LANG,Langtang Lirung,Giorgio Rossi,1963 Aut,Oct 17,08:30,Italy,M,28,No,.,Falling Rock/Ice (6000m)
LANG,Langtang Lirung,Cesare Volante,1963 Aut,Oct 17,08:30,Italy,M,27,No,.,Falling Rock/Ice (6000m)
LANG,Langtang Lirung,Bruno Crepaz,1982 Aut,Oct 18,11:00,Italy,M,48,No,.,Avalanche (6000m)
LANG,Langtang Lirung,Jan Elliot Spake,1985 Aut,Oct 18,09:00,USA,M,27,No,.,Avalanche (4900m)
LANG,Langtang Lirung,"Gyalgen Sherpa (Badar, Ramechap, Janakpur)",1985 Aut,Oct 18,09:00,Nepal,M,32,No,.,Avalanche (4900m)
LANG,Langtang Lirung,Daniel Newell,1985 Aut,Oct 18,09:00,USA,M,35,No,.,Avalanche (4900m)
LANG,Langtang Lirung,Masahiro Hisamoto,1989 Spr,Mar 21,10:43,Japan,M,20,No,.,Avalanche (4900m)
LANG,Langtang Lirung,Noriyuki Futami,1989 Spr,Mar 21,10:43,Japan,M,29,No,.,Avalanche (4900m)
LANG,Langtang Lirung,Yasuhisa Kuwashina,1989 Spr,Mar 21,10:43,Japan,M,23,No,.,Avalanche (4900m)
LANG,Langtang Lirung,Jin-Hyun Kim,1992 Win,Dec 18,18:30,S Korea,M,25,No,Y,Avalanche (6900m)
LANG,Langtang Lirung,Bir Bahadur Tamang,1992 Win,Dec 18,18:30,Nepal,M,0,No,Y,Avalanche (6900m)
LANG,Langtang Lirung,Dorje Tamang,1992 Win,Dec 18,18:30,Nepal,M,0,No,Y,Avalanche (6900m)
LANG,Langtang Lirung,Tomaz Humar,2009 Aut,Nov 10,,Slovenia,M,40,No,.,Fall (6100m)
LANR,Langtang Ri,Gopal Bahadur K.C.,1990 Aut,Oct 18,,Nepal,M,0,No,.,Illness (non-AMS) (3750m)
LEON,Leonpo Gang,Ian Wallance Crosby Fox,1957 Spr,Apr 30,11:00,UK,M,33,No,.,Avalanche (6100m)
LEON,Leonpo Gang,Lhakpa Norbu Sherpa,1957 Spr,Apr 30,11:00,Nepal,M,0,No,.,Avalanche (6100m)
LEON,Leonpo Gang,Mingma Tensing Sherpa,1957 Spr,Apr 30,11:00,Nepal,M,23,No,.,Avalanche (6100m)
LHOT,Lhotse,Stanislaw Latallo,1974 Aut,Dec 17,14:00,Poland,M,0,No,.,Exhaustion (7000m)
LHOT,Lhotse,Max Lutz,1977 Spr,May 12,,W Germany,M,25,Y,Y,Fall (8000m)
LHOT,Lhotse,Nicolas Jaeger,1980 Spr,Apr 26,,France,M,33,No,.,Disappearance (8000m)
LHOT,Lhotse,"Pasang Nima Sherpa (Phortse, Khumbu)",1980 Spr,May 17,20:50,Nepal,M,0,Y,.,Avalanche (7500m)
LHOT,Lhotse,Rafal Cholda,1985 Aut,Oct 25,,Poland,M,28,No,.,Fall (8000m)
LHOT,Lhotse,Czeslaw Jakiel,1987 Aut,Sep 15,06:30,Poland,M,38,No,.,Avalanche (6200m)
LHOT,Lhotse,Jerzy Kukuczka,1989 Aut,Oct 24,09:00,Poland,M,41,No,.,Fall (8350m)
LHOT,Lhotse,Vladimir Bachkirov,1997 Spr,May 27,,Russia,M,45,No,Y,AMS (7900m)
LHOT,Lhotse,Vladimir Bondarev,2000 Aut,Sep 17,,Russia,M,34,No,.,Avalanche (6500m)
LHOT,Lhotse,Pavel Kalny,2006 Spr,May 09,,Czech Republic,M,38,Y,.,Fall (7800m)
LHOT,Lhotse,"Pemba Doma Thaktopa Sherpa (Namche Bazar, Khumbu)",2007 Spr,May 21,13:30,Nepal,F,36,Y,Y,Fall (8400m)
LHOT,Lhotse,Sergei Samoilov,2009 Spr,May 25,,Kazakhstan,M,51,No,.,Fall (7600m)
LHOT,Lhotse,Sergei Duganov,2010 Spr,May 07,08:00,Russia,M,43,No,.,AMS (7800m)
LHOT,Lhotse,Milan Sedlacek,2012 Spr,May 19,,Czech Republic,M,50,No,Y,Exposure/Frostbite (8450m)
LHOT,Lhotse,"Temba Sherpa (Sedua, Makalu-Barun)",2012 Aut,Oct 16,,Nepal,M,39,Y,.,Fall (7900m)
LHOT,Lhotse,Hsiao-Shih Lee,2013 Spr,May 20,04:00,Taiwan,M,57,Y,Y,AMS (7800m)
LHOT,Lhotse,"Asman Tamang (Sotang-9, Solukbumbu)",2014 Spr,Apr 18,06:45,Nepal,M,26,No,.,Avalanche (5800m)
LHOT,Lhotse,Zhen-Fang Ge,2015 Spr,Apr 25,11:55,China,M,43,No,.,Avalanche (5350m)
LHOT,Lhotse,"Ang Phurba Sherpa (Phurte, Khumbu)",2016 Spr,May 19,12:00,Nepal,M,25,Y,.,Fall (8500m)
LHOT,Lhotse,Rustem Amirov,2018 Spr,May 16,22:45,Russia,M,40,No,.,AMS (7000m)
LHOT,Lhotse,Ivan Yuriev Tomov,2019 Spr,May 17,13:30,Bulgaria,M,35,Y,Y,AMS (7780m)
LSHR,Lhotse Shar,Pierre Favez,1981 Aut,Oct 16,,Switzerland,M,38,Y,.,Fall (7100m)
LSHR,Lhotse Shar,Philippe Petten,1981 Aut,Oct 16,,Switzerland,M,23,Y,.,Fall (7100m)
LSHR,Lhotse Shar,Josef Fauchere,1981 Aut,Oct 25,11:30,Switzerland,M,35,No,.,Fall (4700m)
LSHR,Lhotse Shar,Pedro Alonso Lopez,1986 Aut,Oct 30,17:00,Spain,M,30,No,.,Fall (7390m)
LSHR,Lhotse Shar,Sergio Reinaldo Escalera Fernandez,1987 Aut,Sep 27,,Spain,M,33,No,.,Avalanche (7450m)
LSHR,Lhotse Shar,Antonio Quinones Torres,1987 Aut,Sep 27,,Spain,M,26,No,.,Avalanche (7450m)
LSHR,Lhotse Shar,Francisco Porras Cerda,1987 Aut,Sep 27,,Spain,M,30,No,.,Avalanche (7450m)
LSHR,Lhotse Shar,Antoni Sors Ferrer,1987 Aut,Sep 27,,Spain,M,37,No,.,Avalanche (7450m)
LSHR,Lhotse Shar,Sun-Dug Hwang,2003 Aut,Oct 05,,S Korea,M,26,Y,.,Avalanche (8250m)
LSHR,Lhotse Shar,Joo-Hoon Park,2003 Aut,Oct 05,,S Korea,M,34,Y,.,Avalanche (8250m)
LSIS,Langshisa Ri,Manabu Kato,1973 Aut,Oct 19,,Japan,M,22,No,.,Avalanche (4700m)
LSIS,Langshisa Ri,Mitsuyoshi Oshitani,1973 Aut,Oct 19,,Japan,M,30,No,.,Avalanche (4700m)
LSIS,Langshisa Ri,Shiniichi Suzuki,1973 Aut,Oct 19,,Japan,M,25,No,.,Avalanche (4700m)
MAK2,Makalu II,Kunio Takagi,1971 Aut,Oct 20,,Japan,M,0,No,.,AMS (7300m)
MAK2,Makalu II,Ewout Reynierse,1974 Aut,Oct 15,,Netherlands,M,33,No,.,Fall (7000m)
MAK2,Makalu II, Unknown,1976 Aut,Sep 28,,Nepal,M,0,No,.,Unknown (5040m)
MAK2,Makalu II,Frank Alexander Merjenberg,1985 Aut,Oct 16,,Netherlands,M,30,No,Y,Other (5500m)
MAK2,Makalu II,Walter Roos,1985 Aut,Oct 16,,Netherlands,M,39,No,.,Other (5500m)
MAK2,Makalu II,Pierre Demolombe,1985 Aut,Nov 02,,France,M,47,No,.,Exposure/Frostbite (7450m)
MAK2,Makalu II,Marcel Margaine,1985 Aut,Nov 02,,France,M,26,No,.,Exposure/Frostbite (7100m)
MAK2,Makalu II,Edwin Terrell,1986 Spr,Apr 13,08:45,USA,M,31,No,.,AMS (5150m)
MAK2,Makalu II,Jacques Saint-Martin,1987 Aut,Oct 19,,France,M,19,No,.,Exhaustion (3700m)
MAK2,Makalu II,Dog Bahadur Bista,1987 Aut,Oct 19,,Nepal,M,0,No,.,Exhaustion (3700m)
MAK2,Makalu II,Kamal Bahadur Bista,1987 Aut,Oct 19,,Nepal,M,0,No,.,Exhaustion (3700m)
MAK2,Makalu II,Mark Miller,1992 Aut,Sep 28,14:30,UK,M,31,No,.,Other (2225m)
MAK2,Makalu II,Victor Radvils,1992 Aut,Sep 28,14:30,UK,M,0,No,.,Other (2225m)
MAKA,Makalu,Dilli Bahadur Verma,1954 Aut,Dec 31,,Nepal,M,0,No,.,Illness (non-AMS) (4700m)
MAKA,Makalu,Jan Kounicky,1973 Spr,May 21,10:00,Czechoslovakia,M,33,Y,.,Fall (8010m)
MAKA,Makalu,Karel Schubert,1976 Spr,May 24,,Czechoslovakia,M,34,Y,Y,Exposure/Frostbite (7800m)
MAKA,Makalu,Andrzej Mlynarczyk,1978 Aut,Oct 06,04:00,Poland,M,30,No,.,Avalanche (4850m)
MAKA,Makalu,Tadeusz Szulc,1982 Aut,Sep 26,,Poland,M,47,No,.,Illness (non-AMS) (6800m)
MAKA,Makalu, Unknown,1983 Spr,Dec 31,,Nepal,M,0,No,.,Unknown (0m)
MAKA,Makalu,Matthew William (Bill) Denz,1983 Aut,Oct 03,14:00,New Zealand,M,32,No,.,Avalanche (6500m)
MAKA,Makalu,Mark Peter Moorhead,1983 Aut,Oct 15,10:45,Australia,M,23,No,.,Fall (6900m)
MAKA,Makalu,Ram Bahadur Shrestha,1984 Aut,Sep 13,,Nepal,M,0,No,.,AMS (5350m)
MAKA,Makalu,Kancha Gurung,1986 Aut,Dec 31,,Nepal,M,0,No,.,AMS (4500m)
MAKA,Makalu,Marcel Ruedi,1986 Aut,Sep 25,,Switzerland,M,47,No,Y,AMS (8100m)
MAKA,Makalu,Ryszard Kolakowski,1988 Aut,Oct 14,20:30,Poland,M,33,No,Y,Fall (8400m)
MAKA,Makalu,Manu Badiola Otegi,1991 Aut,Oct 02,12:30,Spain,M,37,No,Y,Fall (8300m)
MAKA,Makalu,Takumi Ishizaka,1991 Aut,Oct 08,,Japan,M,26,Y,Y,Exposure/Frostbite (7900m)
MAKA,Makalu,David Victor Hume,1995 Spr,May 08,20:00,Australia,M,33,No,Y,Fall (8300m)
MAKA,Makalu,Anatoli Chlekht,1996 Spr,May 14,17:30,Russia,M,37,No,.,Fall (7900m)
MAKA,Makalu,Salavat Khabibulin,1997 Spr,May 21,,Russia,M,35,No,.,Exhaustion (8200m)
MAKA,Makalu,Igor Bougatshevski,1997 Spr,May 24,,Russia,M,35,Y,Y,Falling Rock/Ice (6800m)
MAKA,Makalu,Per Lyhne,1997 Aut,Oct 12,,Denmark,M,31,No,.,Illness (non-AMS) (6100m)
MAKA,Makalu,Michael Knakkergaard-Jorgensen,1999 Spr,Apr 30,16:00,Denmark,M,31,No,Y,Fall (8000m)
MAKA,Makalu,"Sange Pemba Sherpa (Phortse, Khumbu)",1999 Aut,Oct 11,14:30,Nepal,M,26,No,.,Fall (7200m)
MAKA,Makalu,Bernd Mehnert,2000 Spr,May 16,10:00,Germany,M,33,No,Y,AMS (7700m)
MAKA,Makalu,Erich Resch,2001 Spr,May 14,,Austria,M,39,No,.,Fall (8400m)
MAKA,Makalu,Raymond David Caughron,2002 Spr,Apr 25,,USA,M,58,No,.,Exposure/Frostbite (7200m)
MAKA,Makalu,Sarki Sherpa,2002 Spr,May 31,,Nepal,M,0,No,.,Other (0m)
MAKA,Makalu,"Nima Dorje Tamang (Pirangding, Kerung, Solukhumbu)",2002 Spr,May 31,,Nepal,M,0,No,.,Other (0m)
MAKA,Makalu,"Ongchhu Sherpa (Lakhu, Waku, Solukhumbu)",2002 Spr,May 31,,Nepal,M,33,No,.,Other (0m)
MAKA,Makalu,Karma Wangchu Sherpa,2002 Spr,May 31,,Nepal,M,0,No,.,Other (0m)
MAKA,Makalu,Pramod Sunar,2002 Spr,May 31,,Nepal,M,0,No,.,Other (0m)
MAKA,Makalu,Prakash Kundip Karki,2002 Spr,May 31,,Nepal,M,0,No,.,Other (0m)
MAKA,Makalu,Vladislav Terzyul,2004 Spr,May 17,,Ukraine,M,50,No,Y,Disappearance (8400m)
MAKA,Makalu,Jay Sieger,2004 Spr,May 18,,USA,M,45,No,Y,Fall (8300m)
MAKA,Makalu,"Sumba Sherpa (Junbesi, Beni-8, Solukhumbu)",2005 Spr,May 15,,Nepal,M,42,No,.,AMS (5400m)
MAKA,Makalu,Jean-Christophe Lafaille,2005 Win,Jan 27,,France,M,40,No,.,Crevasse (7700m)
MAKA,Makalu,Drabey Bahadur Rajan Magar,2008 Spr,Apr 24,,Nepal,M,44,No,.,Falling Rock/Ice (5500m)
MAKA,Makalu,"Nil Prasad Gurung (Sardikhola-2, Khandarjung, Kaski)",2008 Spr,May 20,,Nepal,M,33,Y,Y,AMS (7400m)
MAKA,Makalu,Sangat Ram Thakur,2009 Spr,May 01,,India,M,35,No,.,Fall (7100m)
MAKA,Makalu,Zaharias Kiriakakis,2010 Spr,May 26,,Greece,M,44,Y,Y,Disappearance (8200m)
MAKA,Makalu,Joelle Catherine Brupbacher,2011 Spr,May 22,23:30,Switzerland,F,32,No,.,AMS (7400m)
MAKA,Makalu,Xiang-Yang Liu,2013 Spr,Apr 23,,China,M,45,Y,.,Fall (7600m)
MAKA,Makalu,Yannick Claude Sylvain Gagneret,2014 Spr,May 02,16:00,France,M,39,Y,.,AMS (7350m)
MAKA,Makalu,"Lhakpa Ongyal (Lhakpa Wangel) Sherpa (Nurbugaon, Makalu-Barun)",2016 Spr,May 10,,Nepal,M,49,No,.,Illness (non-AMS) (6600m)
MAKA,Makalu,"Da Tenji Sherpa (Kharikhola, Solukhumbu)",2016 Spr,May 10,,Nepal,M,39,No,.,Illness (non-AMS) (6600m)
MAKA,Makalu,"Ang Dawa Sherpa (Kerung-2, Solukhumbu)",2018 Spr,May 15,02:00,Nepal,M,31,Y,Y,Illness (non-AMS) (5700m)
MAKA,Makalu,Richard Leopoldo Hidalgo Jara,2019 Spr,May 08,,Peru,M,52,No,.,AMS (6700m)
MAKA,Makalu,Narayan Singh,2019 Spr,May 16,,India,M,34,Y,Y,Exhaustion (8200m)
MAKA,Makalu,Dipankar Ghosh,2019 Spr,May 16,,India,M,53,Y,Y,Exhaustion (8200m)
MAKA,Makalu,Nima Tenji Sherpa (Makalu-Barun),2019 Spr,May 24,,Nepal,M,0,No,.,AMS (6400m)
MANA,Manaslu,Ki-Sup Kim,1971 Spr,May 04,,S Korea,M,25,Y,.,Crevasse (7600m)
MANA,Manaslu, Karki,1972 Spr,Apr 04,,Nepal,M,0,No,.,Disappearance (4300m)
MANA,Manaslu,"Ang Mingma Sherpa (Phaplu, Solukhumbu (?))",1972 Spr,Apr 10,03:15,Nepal,M,28,No,.,Avalanche (6500m)
MANA,Manaslu,"Ang Rita Sherpa (Phaplu, Solukhumbu (?))",1972 Spr,Apr 10,03:15,Nepal,M,0,No,.,Avalanche (6500m)
MANA,Manaslu,Joon-Haeng Song,1972 Spr,Apr 10,03:15,S Korea,M,30,No,.,Avalanche (6500m)
MANA,Manaslu,"Rinsing Ongyal (Rinji Wangel) Sherpa (Phaplu, Solukhumbu)",1972 Spr,Apr 10,03:15,Nepal,M,33,No,.,Avalanche (6500m)
MANA,Manaslu,"Pemba Rinji (Nawang Chultim) Sherpa (Jorsale, Khumbu)",1972 Spr,Apr 10,03:15,Nepal,M,0,No,.,Avalanche (6500m)
MANA,Manaslu,"Ang Tendi (Ang Dawa) Sherpa (Thami, Khumbu)",1972 Spr,Apr 10,03:15,Nepal,M,0,No,.,Avalanche (6500m)
MANA,Manaslu,"Gyalze Sherpa (Phaplu, Solukhumbu (?))",1972 Spr,Apr 10,03:15,Nepal,M,0,No,.,Avalanche (6500m)
MANA,Manaslu,"Pasang Nima Sherpa (Phaplu, Solukhumbu (?))",1972 Spr,Apr 10,03:15,Nepal,M,0,No,.,Avalanche (6500m)
MANA,Manaslu,Ho-Sup Kim,1972 Spr,Apr 10,03:15,S Korea,M,27,No,.,Avalanche (6500m)
MANA,Manaslu,"Ang Mingma Sherpa (Phaplu, Solukhumbu (?))",1972 Spr,Apr 10,03:15,Nepal,M,37,No,.,Avalanche (6500m)
MANA,Manaslu,Sae-Keun Oh,1972 Spr,Apr 10,03:15,S Korea,M,26,No,.,Avalanche (6500m)
MANA,Manaslu,"Wangel Sherpa (Phaplu, Solukhumbu (?))",1972 Spr,Apr 10,03:15,Nepal,M,0,No,.,Avalanche (6500m)
MANA,Manaslu,"Phurba Tenzing Sherpa (Phaplu, Solukhumbu (?))",1972 Spr,Apr 10,03:15,Nepal,M,0,No,.,Avalanche (6500m)
MANA,Manaslu,Kazunari Yasuhisa,1972 Spr,Apr 10,03:30,Japan,M,33,No,.,Avalanche (6500m)
MANA,Manaslu,Chang-Hee Park,1972 Spr,Apr 10,03:30,S Korea,M,39,No,.,Avalanche (6500m)
MANA,Manaslu,Franz Jaeger,1972 Spr,Apr 25,,Austria,M,29,No,.,Fall (7400m)
MANA,Manaslu,Andi Schlick,1972 Spr,Apr 25,,Austria,M,27,No,.,Fall (7400m)
MANA,Manaslu,Teiko Suzuki,1974 Spr,May 04,,Japan,F,30,Y,.,Fall (7600m)
MANA,Manaslu,Edgardo Jose Porcellana,1979 Aut,Oct 08,,Argentina,M,28,No,.,Avalanche (5700m)
MANA,Manaslu,Pere Aymerich,1982 Spr,May 11,,Spain,M,30,No,.,Avalanche (7400m)
MANA,Manaslu,Enric Font Lloret,1982 Spr,May 11,,Spain,M,37,No,.,Avalanche (7400m)
MANA,Manaslu,Takashi Sakuma,1982 Win,Dec 18,10:25,Japan,M,32,Y,.,Fall (7550m)
MANA,Manaslu,Ante Bucan,1983 Spr,Apr 24,,Yugoslavia,M,32,No,.,Avalanche (4500m)
MANA,Manaslu,Jernej (Nejc) Zaplotnik,1983 Spr,Apr 24,,Yugoslavia,M,31,No,.,Avalanche (4500m)
MANA,Manaslu,Stanislaw Jaworski,1983 Win,Dec 11,,Poland,M,37,No,.,Fall (5600m)
MANA,Manaslu,Thomas Juen,1985 Spr,May 04,,Austria,M,27,No,.,Avalanche (7000m)
MANA,Manaslu,Nima Norbu Sherpa,1985 Aut,Oct 25,,Nepal,M,25,No,.,Avalanche (6400m)
MANA,Manaslu,Wilhelm Klaiber,1986 Spr,May 03,,W Germany,M,48,No,.,Fall (7000m)
MANA,Manaslu,Dieter Oberbichler,1986 Spr,May 04,,Austria,M,44,No,.,Fall (6400m)
MANA,Manaslu,Ichigi Kudo,1987 Aut,Oct 28,,Japan,M,43,No,.,AMS (4400m)
MANA,Manaslu,Santiago Suarez,1989 Spr,May 07,13:30,Spain,M,35,No,.,Fall (7100m)
MANA,Manaslu,"Wangchu (Nima Wangchu) Sherpa (Chumoa, Khumbu)",1990 Spr,Mar 27,09:00,Nepal,M,0,No,.,Avalanche (4700m)
MANA,Manaslu,Nancy Jackson,1990 Spr,Mar 27,09:00,USA,F,34,No,.,Avalanche (4700m)
MANA,Manaslu,Charles (Chuck) Schertz,1990 Spr,Mar 27,09:00,USA,M,35,No,.,Avalanche (4700m)
MANA,Manaslu,Grigori Luniakov,1990 Aut,Oct 07,,USSR,M,35,No,.,Fall (7200m)
MANA,Manaslu,Zijnur Khalitov,1990 Aut,Oct 07,,USSR,M,38,No,.,Fall (7200m)
MANA,Manaslu,Murat Galiev,1990 Aut,Oct 07,,USSR,M,29,No,.,Fall (7200m)
MANA,Manaslu,Karl Grossrubatscher,1991 Spr,May 10,09:00,Italy,M,28,No,.,Fall (7000m)
MANA,Manaslu,Gottfried (Friedl) Mutschlechner,1991 Spr,May 10,16:00,Italy,M,41,No,.,Other (5700m)
MANA,Manaslu,Sylwia Dmowska,1992 Aut,Oct 02,18:00,Poland,F,22,No,.,Fall (7200m)
MANA,Manaslu,Sven Vermeiren,1992 Aut,Oct 03,10:30,Belgium,M,23,No,.,Fall (6800m)
MANA,Manaslu,Igor Khmiliar,1993 Aut,Oct 21,,Russia,M,35,No,Y,Fall (7300m)
MANA,Manaslu,Sergei Jadrychnikov,1993 Aut,Oct 22,04:00,Russia,M,37,No,.,Avalanche (6200m)
MANA,Manaslu,Joerg Starke,1995 Spr,May 06,,Germany,M,31,No,.,Fall (7000m)
